PC,term,estimate,std.error,statistic,p.value
PC1,(Intercept),292.6716615857006,13.262036089797121,22.0683807225394,3.563950172175724e-32
PC1,time,-0.01584094857247939,7.205405308061154e-4,-21.984812644414458,4.4447609821712294e-32
PC1,POST,0.06482296255860573,0.007738612140109994,8.376561763913957,5.614032317964293e-12
PC2,ONSET,-11.201942534543205,2.802688067349005,-3.99685668378317,1.643693529388084e-4
PC6,POST,0.02564904973923642,0.007474390324279128,3.4315908892154567,0.0010400076309337912
PC9,POST,-0.017806206754465172,0.00689617286137263,-2.5820418241257634,0.012048271136358408
PC10,POST,0.017035740935357292,0.006958223464886025,2.4482888515044747,0.01701937322259668
PC11,POST,0.015140960657328097,0.006844573905409297,2.2121115012524197,0.03042504070508189
