year,month,similarity
2011,7,0.04186135410938907
2011,8,0.05146492993683515
2011,9,0.05752723297975015
2011,10,0.05428823131923895
2011,11,0.05419402841141727
2011,12,0.05443639462657408
2012,1,0.05872717612922045
2012,2,0.04587155628385795
2012,3,0.054600104236583416
2012,4,0.049963439349271416
2012,5,0.0521256400508474
2012,6,0.05585990263781618
2012,7,0.06741767814745106
2012,8,0.06026188985179839
2012,9,0.0682210127336335
2012,10,0.06690748171044533
2012,11,0.07245427382002811
2012,12,0.07181400830784587
2013,1,0.07174223024641135
2013,2,0.06975580079138541
2013,3,0.06814698171834518
2013,4,0.07044599117926957
2013,5,0.06964655553298643
2013,6,0.055093373662899424
2013,7,0.05806661137881493
2013,8,0.059154751395179166
2013,9,0.06293683760523557
2013,10,0.06738979770777724
2013,11,0.07423912793216471
2013,12,0.07358331788641931
2014,1,0.06936193504746284
2014,2,0.06921523547482081
2014,3,0.06413194194119842
2014,4,0.06682139989110021
2014,5,0.06711218756038152
2014,6,0.06863295585597182
2014,7,0.06492992378064545
2014,8,0.0733216577509088
2014,9,0.07023968965798445
2014,10,0.07116504919831933
2014,11,0.06942327274909002
2014,12,0.06841147415386915
2015,1,0.06940604450649235
2015,2,0.07062175958478228
2015,3,0.07266265361624753
2015,4,0.07173404072060809
2015,5,0.07107702853737123
2015,6,0.071427986423532
2015,7,0.07297511639050726
2015,8,0.07424439861344956
2015,9,0.07280376741754613
2015,10,0.06973952837184608
2015,11,0.06693446623594687
2015,12,0.0686922866684559
2016,1,0.06689426882609899
2016,2,0.0667288496964817
2016,3,0.06686429345681807
2016,4,0.0688783461919308
2016,5,0.06801507114623573
2016,6,0.07038547169047117
2016,7,0.07489228197856718
2016,8,0.07770381282921192
2016,9,0.07613967988885569
2016,10,0.0772386747418591
2016,11,0.07607075824218834
2016,12,0.07799555517204002
2017,1,0.0746124665327541
2017,2,0.0760319704118325
2017,3,0.07769944261943092
2017,4,0.0794995908766345
2017,5,0.07834537805157657
2017,6,0.0776111814360129
2017,7,0.08061647022055059
2017,8,0.08229333001687077
2017,9,0.08414861507488054
2017,10,0.07921834906266921
2017,11,0.0764924554049901
2017,12,0.07842771163864638
2018,1,0.07814127878101439
2018,2,0.07823288237371011
2018,3,0.07933197814950377
2018,4,0.0806262309317355
2018,5,0.08034364546579267
2018,6,0.07976633525777833
2018,7,0.08032061335829443
2018,8,0.07957684708813598
2018,9,0.0808825597627455
2018,10,0.08084102559032834
2018,11,0.08153563823044487
2018,12,0.0826106058261708
2019,1,0.08302326530584728
2019,2,0.08119674049005288
2019,3,0.07976338423498192
2019,4,0.08032539041516425
2019,5,0.08018758856104201
2019,6,0.08421884230680592
2019,7,0.07960205233153547
2019,8,0.08094460947259384
2019,9,0.08052418544916302
2019,10,0.0813933299949722
2019,11,0.07967478905314365
2019,12,0.07915502922547768
2020,1,0.0804533484793385
2020,2,0.08148383987521461
2020,3,0.0922044771105241
2020,4,0.09777747888636086
2020,5,0.09147011679620444
2020,6,0.08897878218224602
2020,7,0.08933795067255457
2020,8,0.08636361664904184
2020,9,0.08807777680366835
2020,10,0.0875930888154913
2020,11,0.08917853585684013
2020,12,0.08928804655041997
2021,1,0.09032948478068875
2021,2,0.09285659562003618
2021,3,0.09166312587835819
2021,4,0.09130164015339479
2021,5,0.09331937799714478
2021,6,0.09263134477268162
2021,7,0.09005613092656023
2021,8,0.09284735029218047
2021,9,0.09159005306166498
2021,10,0.08983382438423976
2021,11,0.09085451118593599
2021,12,0.09402682008653612
2022,1,0.08987968830941592
2022,2,0.08895521429162932
2022,3,0.08658828406019595
2022,4,0.08647392353878333
2022,5,0.08881402760501549
2022,6,0.08860499589419477
2022,7,0.08748495428199887
2022,8,0.0871002996376529
2022,9,0.08752950312263134
2022,10,0.088143851977576
2022,11,0.0883351401805215
2022,12,0.08702908092908647
2023,1,0.0870317375003409
2023,2,0.08846883040408487
2023,3,0.09098596274101832
2023,4,0.08691510681626184
2023,5,0.08679348034606747
2023,6,0.09065959216921345
2023,7,0.08376782465881082
2023,8,0.08228818956934299
2023,9,0.08631421597601485
2023,10,0.08388361501805998
2023,11,0.08723170045376401
