PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,year,month
14.926211682391871,0.4617881326419972,-4.406623942653537,-8.207732230449706,-5.737363614295426,-2.2941926537458714,-2.5073836737323654,3.0783984005961686,0.06601589085059745,-1.4168675773846178,-2.0618461653764752,2.683795734825789,-3.1025902464875195,3.3763874580670183,0.7246417673709385,-1.74567066662322,-2.3015807656706175,-2.689863717227117,-0.39894591589498524,0.007777150335799998,0.05723644476602328,1.0950354577879031,-3.1811895618261223,-0.5329846821149188,1.0526775083204525,-4.533632610034638,2018,1
13.42694698264694,1.1741015816327416,-1.1118229006116307,-6.198664163225336,-4.133696691205003,1.3618605717719197,-2.734295824601126,-0.8977641716614683,-1.2741240846245336,-0.17041822528083386,0.34253214781843244,4.078975191145363,-2.2323833371658695,6.755435893690134,-2.227679699704228,1.1419555499635243,-0.11452635239942842,0.019927695481869817,-1.315096971861342,2.012806698771496,1.7135132270955356,-0.7657763179499315,0.4201280887565658,0.5414909014473012,-0.9971589051312937,2.3718050391984984,2018,2
16.700987947874705,2.2309393819521044,-0.9688809714315806,-9.261740140665342,-3.9388314044366672,-2.068925232311353,-0.21933214261845213,2.3730467675352043,1.9820849478422444,0.19268551712194323,1.4092664061468887,-0.8768848252798948,-0.5284835199223731,1.122197600257798,-0.6347405661549239,2.380638132885354,2.316247216262552,-1.3680701871336323,0.5076543367562779,-1.6053104680245895,-0.6278246052487729,1.8297345386328754,1.9761283524520177,-3.1243920087198704,-0.5974923415019271,2.780046075376924,2018,3
16.60834125817641,1.2278830725011773,0.15562373052261108,-5.520410719119132,-5.402230919901497,-3.7101969314853895,0.4644014657392199,0.9011303673067583,0.5983557867060324,0.7355812709809314,-1.8073189122072972,2.468559999230135,0.5216645067890442,-1.0627922390215603,-1.9605429949287483,0.05236196179714776,3.994304266726063,4.049875904256974,1.7063492412211192,2.7810329711916095,-1.5759189102401925,-3.345706314461879,-0.3224094675837784,2.7269404471169025,-2.2826563609601203,-1.2886843847484846,2018,4
14.839479153974194,0.12958691372758013,-0.6721832315491483,-5.5091825499365426,-4.644863907289879,-0.6343277267152312,3.313412171348434,0.8803761772532928,0.6837356154541191,1.566294333825254,-4.548335883736838,-1.2389331066890108,0.08095070519729282,-3.745242551719291,1.4290817375987197,-2.9937875114193373,0.766039742400274,-1.9679537961590863,-1.127057058844787,1.7805513806440756,3.093575727728013,-1.3464971066522395,2.3915323698962934,0.7169308831079726,0.16203290783048288,1.308976308425439,2018,5
15.901417898228392,1.9586649977034822,-1.7604769315742803,-3.1244617326461936,-4.850345369255812,-1.0068960635975723,3.2063559971179147,-2.641916569882681,-1.314291762750699,0.4449725753720461,-4.331229642742374,-0.668181005198886,4.253567039693508,-4.479109037433111,3.2950295823703826,2.819866020515995,-2.8580224788893833,0.5386192778109505,-1.4888878394227,-3.8898350517821094,0.5712922389791083,-3.1328176617774703,0.6427551266604042,-0.6045591468718485,2.1152557318093272,0.4922674088403478,2018,6
13.55157781092854,2.2340595346852252,-0.06190799470905189,0.5890842708381455,-0.9607888676774484,-1.1154474352446189,4.061805648329891,-4.555081744972302,-3.3452517731868374,0.5383957996841074,-1.2106604694511927,-2.3957146353026273,6.543344534724063,-1.1237573548677562,-1.8378075431480392,0.7294616396039243,0.7710003979125235,1.8665668684788383,2.1930637943487548,-3.3892757298055187,1.1039270590343098,0.45230913196377687,-2.065455742660281,0.13285890561793337,-3.0454337948,-0.3443871658073842,2018,7
11.515773011179329,0.6050075158155537,-0.23697809613636983,0.9138599381520116,-1.5289740681879522,0.5217773069709125,2.2841771065778427,-2.860668006113834,-0.6471768898426788,7.340498036215425,2.6707563530344736,-0.16474068950700962,0.18800826724490352,-1.2974477163168014,2.400525880908148,-1.5316843316591695,-2.468141215185532,-1.3983707394093754,-0.05761464619991243,0.7451270915742513,-1.656094059270615,5.523094845745693,-1.6906068313392566,1.269756426967384,-1.1629967324643005,3.1149834109012247,2018,8
12.237818535743452,1.2561477406049482,-0.11329935154247452,2.485987003310094,-0.050423169411707006,1.673420925166086,2.3093902045638557,-2.420483222110513,-2.185851777518052,2.1637346394174144,0.5377434657126356,-4.227609286430294,1.5112069528621648,1.4279913197572391,-3.407039565414124,-3.8295473861121216,-0.6762493590829448,-0.8395589543494036,0.6856291234553644,1.1678873340472222,-3.7295363083366704,1.3901037288994986,0.169203453358321,0.7614756442975608,1.0003108786167816,-2.5843137103919065,2018,9
12.101183976223723,0.9515424451610398,-1.6457339424003838,2.8576795570606457,0.07141209671879692,4.757615078960584,5.084282160834589,0.3656182315886193,-2.3368095360654326,-1.398214470468447,0.5836442405228309,-1.2438536315542124,0.5530097254662849,0.7329211304243085,-3.0008689169979084,-2.651325683590359,-1.0697171309467832,-0.6044390614405797,-0.8954900835397981,4.751035700473287,-0.7359467449028018,-0.35142075256447064,1.0076449483958498,-0.9970256868378058,-2.610559524649374,-0.7435501115187229,2018,10
