PC,term,estimate,std.error,statistic,p.value
PC1,(Intercept),160.48223383673536,10.091319119976706,15.902998599959625,2.428439402548997e-26
PC1,time,-0.00848466128055492,5.482721043743704e-4,-15.475274435559164,1.247983844072048e-25
PC1,POST,-0.007903914754601617,0.002013372435109584,-3.9257092313233253,1.8366517629099792e-4
PC2,(Intercept),45.91264114427102,14.356324871226343,3.1980776108160804,0.0019911348794256316
PC2,time,-0.002526587334656628,7.799944045618042e-4,-3.2392377687325187,0.0017541718287943542
PC2,POST,0.013904006256428838,0.0028643062836042786,4.854231663707708,5.9803092903465345e-6
PC3,(Intercept),80.93733631107705,12.99412477051142,6.228763979144979,2.1330192200624156e-8
PC3,time,-0.004417013407618344,7.059846237870113e-4,-6.25652919170505,1.893995898982287e-8
PC3,POST,0.012588583032676053,0.0025925265389271264,4.85572002587315,5.945841734789839e-6
PC5,(Intercept),-34.00905186621786,13.315529040279632,-2.5540894217075474,0.012569428185586961
PC5,time,0.0018498834858214587,7.234468597192679e-4,2.557041282257141,0.012471519450876612
PC10,ONSET,2.8478816060115157,1.1493483263221922,2.4778229025873055,0.015351751720357769
PC38,ONSET,1.8198718927995219,0.7469568990952365,2.4363813963079672,0.01708490497316336
