year,month,similarity
2007,5,0.09747163208172999
2007,6,0.0747663551401869
2007,7,0.0869565217391304
2007,9,0.11955573002055091
2007,10,0.12070205864943197
2007,11,0.10440197633792038
2007,12,0.11497437039664875
2008,1,0.0893854748603352
2008,3,0.0439560439560439
2008,5,0.10354938757014935
2008,6,0.10594042777527117
2008,7,0.08595843779326061
2008,8,0.09161185583468946
2008,9,0.12142110847689595
2008,10,0.09286118633770703
2008,11,0.086021505376344
2008,12,0.1108868745328937
2009,1,0.1203007518796992
2009,2,0.11820111141621348
2009,3,0.1020462296324365
2009,4,0.0909090909090909
2009,5,0.1068702290076335
2009,6,0.09746021187542717
2009,7,0.11991201418566536
2009,8,0.0795454545454545
2009,9,0.10327533386812732
2009,10,0.09728572198016017
2009,11,0.09759809910815204
2009,12,0.07557951551267054
2010,1,0.10469540090693936
2010,2,0.08145378270600172
2010,3,0.10684652260371816
2010,4,0.11073191038643479
2010,5,0.08995936504434573
2010,6,0.10353592613525595
2010,7,0.12684803422696667
2010,8,0.09201404599154364
2010,9,0.1258005390388041
2010,10,0.09677295951294695
2010,11,0.10171700372829609
2010,12,0.13154376247157987
2011,1,0.09829770753670504
2011,2,0.07652738764044943
2011,3,0.11274541376438206
2011,4,0.10345834013068504
2011,5,0.10947868796175379
2011,6,0.1070951492930096
2011,7,0.11059904428504436
2011,8,0.08809251330088366
2011,9,0.10671687591792306
2011,10,0.1097567188647661
2011,11,0.10210230713600055
2011,12,0.10499685407031119
2012,1,0.11982570752170954
2012,2,0.10813988147339848
2012,3,0.10531074967785316
2012,4,0.1024847250521293
2012,5,0.10264867381385305
2012,6,0.10137955747072813
2012,7,0.10588178255832457
2012,8,0.09620599446238723
2012,9,0.1104890986339821
2012,10,0.10767109203198962
2012,11,0.10932215236014711
2012,12,0.09711075819379861
2013,1,0.09595762589701629
2013,2,0.10872756976154199
2013,3,0.10544274670937284
2013,4,0.10053594576895651
2013,5,0.10146591084634159
2013,6,0.10380115898753778
2013,7,0.10375008987341845
2013,8,0.10207011817296778
2013,9,0.10955548069056047
2013,10,0.10419690021181244
2013,11,0.1047861965126238
2013,12,0.11551157749554421
2014,1,0.10948041818584713
2014,2,0.10740894053955045
2014,3,0.09680473347240666
2014,4,0.10573144254320681
2014,5,0.09919027284762885
2014,6,0.10584444356977735
2014,7,0.10979624126541275
2014,8,0.10130249658660515
2014,9,0.11114337815135843
2014,10,0.10672988674620358
2014,11,0.10830838448895079
2014,12,0.10825458755076522
2015,1,0.10800308883360785
2015,2,0.1115868278734878
2015,3,0.104635736905883
2015,4,0.11185536267623414
2015,5,0.10697471168957687
2015,6,0.1071631867097316
2015,7,0.10962834913221907
2015,8,0.10777696941581394
2015,9,0.11291668364226737
2015,10,0.10843227407875532
2015,11,0.1109361036311166
2015,12,0.10846894807885482
2016,1,0.10698022886384931
2016,2,0.10616398207407554
2016,3,0.11158332766959733
2016,4,0.11229927073352709
2016,5,0.11309740902881837
2016,6,0.10980825103875536
2016,7,0.11512967664128476
2016,8,0.11108999442342667
2016,9,0.11092975347493735
2016,10,0.10517557000417962
2016,11,0.11193809715848821
2016,12,0.11369878903531426
2017,1,0.10786209407240253
2017,2,0.11077481857078814
2017,3,0.10995806149384288
2017,4,0.11321550725626144
2017,5,0.1123942060571392
2017,6,0.11058734123444752
2017,7,0.11206493166592708
2017,8,0.11446572872889817
2017,9,0.11234602987318679
2017,10,0.10798602758019492
2017,11,0.11314679595994417
2017,12,0.11406834341876257
2018,1,0.11409661650020092
2018,2,0.11366641305476821
2018,3,0.11492733747046596
2018,4,0.11231458790958858
2018,5,0.11236100650972167
2018,6,0.1137614457944542
2018,7,0.11383729288214695
2018,8,0.11251068748565703
2018,9,0.11006915408206722
2018,10,0.11259388998024374
2018,11,0.11526170359019312
2018,12,0.11585598282600325
2019,1,0.11184230083283166
2019,2,0.11244238720841929
2019,3,0.11511486687040455
2019,4,0.11397076639186045
2019,5,0.11568808868541275
2019,6,0.11265766074730309
2019,7,0.1112983918053351
2019,8,0.11502794149638004
2019,9,0.1142127655421406
2019,10,0.11382117034079742
2019,11,0.11277689174322679
2019,12,0.11521328415757125
